AUS;LP_NR;SEITE;TITEL_NR;ART;LPTITEL;TITEL;BAND;DIRIGENT;KOMPONIST;INTERPR1;INTERPR2;INTERPR3;INTERPR4;INTERPR5;INTERPR6;INTERPR7;INTERPR8;INTERPR9;INTERPR10;ANMERKUNG;MUSIKART;JAHR;MIN;NOTE;SEK;WAHL
; 200; 2; 1;SI;THE NAME OF THE GAME           S9;I WONDER (DEPARTURE)           S9;ABBA                           S9;;;STÄNDER 9;;;;;;;;;;;OLDIE;1977;4;;27;0
; 201; 1; 1;SI;TRIP OLDIES                   S10;DIRTY WATER                   S10;STANDELLS                     S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;0;0;;0;0
; 201; 2; 1;SI;TRIP OLDIES                   S10;SURFIN' BIRD                  S10;TRASHMEN                      S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;0;0;;0;0
; 202; 1; 1;SI;JE T'AIME...MOI NON PLUS      S10;JE T'AIME...MOI NON PLUS      S10;BIRKIN , JANE & GAINSBOURG S. S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1969;4;;25;0
; 202; 2; 1;SI;JE T'AIME...MOI NON PLUS      S10;JANE B.                       S10;BIRKIN , JANE & GAINSBOURG S. S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1969;3;;5;0
; 203; 1; 1;SI;WHERE DO YOU GO TO (MY LOVELY)S10;WHERE DO YOU GO TO (MY LOVELY)S10;SARSTEDT , PETER              S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1969;0;;0;0
; 203; 2; 1;SI;WHERE DO YOU GO TO (MY LOVELY)S10;MORNING MOUNTAIN              S10;SARSTEDT , PETER              S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1969;0;;0;0
; 204; 1; 1;SI;THE LOCO-MOTION               S10;THE LOCO-MOTION               S10;LITTLE EVA                    S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1962;0;;0;0
; 204; 2; 1;SI;THE LOCO-MOTION               S10;HE IS THE BOY                 S10;LITTLE EVA                    S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1962;0;;0;0
; 205; 1; 1;SI;DOWN IN THE BOONDOCKS         S10;DOWN IN THE BOONDOCKS         S10;ROYAL , BILLY JOE             S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1965;2;;32;0
; 205; 2; 1;SI;DOWN IN THE BOONDOCKS         S10;CHERRY HILL PARK              S10;ROYAL , BILLY JOE             S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1969;2;;44;0
; 206; 1; 1;SI;MY BOY LOLLIPOP               S10;MY BOY LOLLIPOP               S10;MILLIE SMALL                  S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;0;2;;1;0
; 206; 2; 1;SI;MY BOY LOLLIPOP               S10;SWEET WILLIAM                 S10;MILLIE SMALL                  S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;0;1;;45;0
; 207; 1; 1;SI;HELEN WHEELS                  S10;HELEN WHEELS                  S10;WINGS                         S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1973;3;;57;0
; 207; 2; 1;SI;HELEN WHEELS                  S10;COUNTRY DREAMER               S10;WINGS                         S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1973;3;;39;0
; 208; 1; 1;SI;WHISKY IN THE JAR             S10;WHISKY IN THE JAR             S10;THIN LIZZY                    S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1973;5;;44;0
; 208; 2; 1;SI;WHISKY IN THE JAR             S10;VAGABOND OF THE WESTERN WORLD S10;THIN LIZZY                    S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1973;4;;4;0
; 208; 2; 2;SI;WHISKY IN THE JAR             S10;SITAMOIA                      S10;THIN LIZZY                    S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1976;3;;15;0
; 209; 1; 1;SI;RIDERS ON THE STORM           S10;RIDERS ON THE STORM           S10;DOORS , THE                   S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;0;4;;35;0
; 209; 2; 1;SI;RIDERS ON THE STORM           S10;LOVE HER MADLY                S10;DOORS , THE                   S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;0;2;;45;0
; 210; 1; 1;SI;FAIRYTALE                     S10;FAIRYTALE                     S10;DANA                          S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1976;3;;8;0
; 210; 2; 1;SI;FAIRYTALE                     S10;COUNTRY GIRL                  S10;DANA                          S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1976;2;;11;0
; 211; 1; 1;SI;KEEP YOUR HAND ON THE WHEEL   S10;KEEP YOUR HAND ON THE WHEEL   S10;RAM JAM                       S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1977;3;;35;0
; 211; 2; 1;SI;KEEP YOUR HAND ON THE WHEEL   S10;RIGHT ON THE MONEY            S10;RAM JAM                       S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1977;3;;11;0
; 212; 1; 1;SI;MAINSTREET                    S10;MAINSTREET                    S10;SEGER , BOB                   S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1976;3;;39;0
; 212; 2; 1;SI;MAINSTREET                    S10;COME TO POPPA                 S10;SEGER , BOB                   S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1976;3;;5;0
; 213; 1; 1;SI;OOH-LA-LA                     S10;OOH-LA-LA                     S10;RUBETTES                      S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1977;3;;37;0
; 213; 2; 1;SI;OOH-LA-LA                     S10;LADIES OF LAREDO              S10;RUBETTES                      S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1977;4;;42;0
; 214; 1; 1;SI;WOMAN IS THE NIGGER OF THE... S10;WOMAN IS THE NIGGER OF THE... S10;LENNON , JOHN/PLASTIC ONO ... S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1972;5;;15;0
; 214; 2; 1;SI;WOMAN IS THE NIGGER OF THE... S10;SISTER O SISTER               S10;YOKO ONO / PLASTIC ONO BAND   S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1972;3;;46;0
; 215; 1; 1;SI;ONLY YESTERDAY                S10;ONLY YESTERDAY                S10;CARPENTERS                    S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1975;3;;46;0
; 215; 2; 1;SI;ONLY YESTERDAY                S10;HAPPY                         S10;CARPENTERS                    S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1975;3;;49;0
; 216; 1; 1;SI;DA' YA' THINK I'M SEXY        S10;DA' YA' THINK I'M SEXY        S10;STEWART , ROD                 S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1978;5;;28;0
; 216; 2; 1;SI;DA' YA' THINK I'M SEXY        S10;DIRTY WEEKEND                 S10;STEWART , ROD                 S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1978;2;;34;0
; 217; 1; 1;SI;HEART OF GLASS                S10;HEART OF GLASS                S10;BLONDIE                       S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1978;5;;48;0
; 217; 2; 1;SI;HEART OF GLASS                S10;RIFLE RANGE                   S10;BLONDIE                       S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1978;3;;38;0
; 218; 1; 1;SI;IN THE NAVY                   S10;IN THE NAVY                   S10;VILLAGE PEOPLE                S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1979;3;;35;0
; 218; 2; 1;SI;IN THE NAVY                   S10;MANHATTAN WOMAN               S10;VILLAGE PEOPLE                S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1979;3;;31;0
; 219; 1; 1;SI;I WILL SURVIVE                S10;I WILL SURVIVE                S10;GAYNOR , GLORIA               S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1978;3;;15;0
; 219; 2; 1;SI;I WILL SURVIVE                S10;SUBSTITUTE                    S10;GAYNOR , GLORIA               S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1978;3;;5;0
; 220; 1; 1;SI;MIRRORS                       S10;MIRRORS                       S10;OLDFIELD , SALLY              S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1978;3;;22;0
; 220; 2; 1;SI;MIRRORS                       S10;NIGHT OF THE HUNTER'S MOON    S10;OLDFIELD , SALLY              S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1978;3;;26;0
; 221; 1; 1;SI;GOODNIGHT TONIGHT             S10;GOODNIGHT TONIGHT             S10;WINGS                         S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1979;4;;17;0
; 221; 2; 1;SI;GOODNIGHT TONIGHT             S10;DAYTIME NIGHTIME SUFFERING    S10;WINGS                         S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1979;3;;19;0
; 222; 1; 1;SI;I DON'T LIKE MONDAYS          S10;I DON'T LIKE MONDAYS          S10;BOOMTOWN RATS , THE           S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1979;3;;47;0
; 222; 2; 1;SI;I DON'T LIKE MONDAYS          S10;IT'S ALL THE RAGE             S10;BOOMTOWN RATS , THE           S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1979;2;;42;0
; 223; 1; 1;SI;EXCERPT FROM A TEENAGE OPERA  S10;EXCERPT FROM A TEENAGE OPERA  S10;WEST , KEITH                  S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;0;4;;26;0
; 223; 2; 1;SI;EXCERPT FROM A TEENAGE OPERA  S10;THEME FROM A TEENAGE OPERA    S10;WEST , KEITH                  S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;0;2;;30;0
; 224; 1; 1;SI;SPACE ODDITY                  S10;SPACE ODDITY                  S10;BOWIE , DAVID                 S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1973;5;;5;0
; 224; 2; 1;SI;SPACE ODDITY                  S10;THE MAN WHO SOLD THE WORLD    S10;BOWIE , DAVID                 S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1973;3;;53;0
; 225; 1; 1;SI;RAPPER'S DELIGHT              S10;RAPPER'S DELIGHT (1)          S10;SUGARHILL GANG                S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1979;3;;58;0
; 225; 2; 1;SI;RAPPER'S DELIGHT              S10;RAPPER'S DELIGHT (2)          S10;SUGARHILL GANG                S10;;;STÄNDER 10;;;;;;;;;;;OLDIE;1979;4;;50;0
; 226; 1; 1;SI;ONE OF US                     S10;ONE OF US                     S10;ABBA                          S10;;;STÄNDER 10;;;;;;;;;;;;1981;3;;55;0
; 226; 2; 1;SI;ONE OF US                     S10;SHOULD I LAUGH OR CRY         S10;ABBA                          S10;;;STÄNDER 10;;;;;;;;;;;;1981;4;;29;0
; 227; 1; 1;SI;EMOTIONAL RESCUE              S10;EMOTIONAL RESCUE              S10;ROLLING STONES , THE          S10;;;STÄNDER 10;;;;;;;;;;;;1980;5;;36;0
; 227; 2; 1;SI;EMOTIONAL RESCUE              S10;DOWN IN THE HOLE              S10;ROLLING STONES , THE          S10;;;STÄNDER 10;;;;;;;;;;;;1980;3;;55;0
; 228; 1; 1;SI;MORE THAN I CAN SAY           S10;MORE THAN I CAN SAY           S10;SAYER , LEO                   S10;;;STÄNDER 10;;;;;;;;;;;;1980;3;;37;0
; 228; 2; 1;SI;MORE THAN I CAN SAY           S10;ONLY FOOLING                  S10;SAYER , LEO                   S10;;;STÄNDER 10;;;;;;;;;;;;1980;3;;37;0
; 229; 1; 1;SI;WOMAN IN LOVE                 S10;WOMAN IN LOVE                 S10;STREISAND , BARBRA            S10;;;STÄNDER 10;;;;;;;;;;;;1980;4;;9;0
; 229; 2; 1;SI;WOMAN IN LOVE                 S10;RUN WILD                      S10;STREISAND , BARBRA            S10;;;STÄNDER 10;;;;;;;;;;;;1980;4;;20;0
; 230; 1; 1;SI;ANGEL OF MINE                 S10;ANGEL OF MINE                 S10;DUVAL , FRANK                 S10;;;STÄNDER 10;;;;;;;;;;;;1980;4;;12;0
; 230; 2; 1;SI;ANGEL OF MINE                 S10;MAGDALENA                     S10;DUVAL , FRANK                 S10;;;STÄNDER 10;;;;;;;;;;;;1980;3;;51;0
; 231; 1; 1;SI;EBONY AND IVORY               S10;EBONY AND IVORY               S10;MCCARTNEY , PAUL & WONDER S.  S10;;;STÄNDER 10;;;;;;;;;;;;1982;3;;41;0
; 231; 2; 1;SI;EBONY AND IVORY               S10;RAINCLOUDS                    S10;MCCARTNEY , PAUL & WONDER S.  S10;;;STÄNDER 10;;;;;;;;;;;;1982;3;;7;0
; 232; 1; 1;SI;MAID OF ORLEANS               S10;MAID OF ORLEANS               S10;O.M.D.                        S10;;;STÄNDER 10;;;;;;;;;;;;1981;4;;9;0
; 232; 2; 1;SI;MAID OF ORLEANS               S10;NAVIGATION                    S10;O.M.D.                        S10;;;STÄNDER 10;;;;;;;;;;;;1981;3;;26;0
; 233; 1; 1;SI;SANTA MARIA                   S10;SANTA MARIA                   S10;ONIONS , OLIVER               S10;;;STÄNDER 10;;;;;;;;;;;;1980;4;;1;0
; 233; 2; 1;SI;SANTA MARIA                   S10;SUPERDONNA                    S10;ONIONS , OLIVER               S10;;;STÄNDER 10;;;;;;;;;;;;1980;4;;42;0
; 234; 1; 1;SI;I WON'T LET YOU DOWN          S10;I WON'T LET YOU DOWN          S10;PH. D.                        S10;;;STÄNDER 10;;;;;;;;;;;;1981;4;;10;0
; 234; 2; 1;SI;I WON'T LET YOU DOWN          S10;HIDEAWAY                      S10;PH. D.                        S10;;;STÄNDER 10;;;;;;;;;;;;1981;4;;8;0
; 235; 1; 1;SI;SOUVENIR                      S10;SOUVENIR                      S10;O.M.D.                        S10;;;STÄNDER 10;;;;;;;;;;;;1981;3;;37;0
; 235; 2; 1;SI;SOUVENIR                      S10;MOTION AND HEART              S10;O.M.D.                        S10;;;STÄNDER 10;;;;;;;;;;;;1981;3;;7;0
; 235; 2; 2;SI;SOUVENIR                      S10;SACRED HEART                  S10;O.M.D.                        S10;;;STÄNDER 10;;;;;;;;;;;;1981;3;;28;0
; 236; 1; 1;SI;TAINTED LOVE                  S10;TAINTED LOVE                  S10;SOFT CELL                     S10;;;STÄNDER 10;;;;;;;;;;;;1981;2;;42;0
; 236; 2; 1;SI;TAINTED LOVE                  S10;MEMORABILIA                   S10;SOFT CELL                     S10;;;STÄNDER 10;;;;;;;;;;;;1981;4;;47;0
; 237; 1; 1;SI;HOT SUMMER NITES              S10;HOT SUMMER NITES              S10;SCHNEIDER , HELEN             S10;;;STÄNDER 10;;;;;;;;;;;;1982;4;;20;0
; 237; 2; 1;SI;HOT SUMMER NITES              S10;SHOUT                         S10;SCHNEIDER , HELEN             S10;;;STÄNDER 10;;;;;;;;;;;;1982;3;;33;0
; 238; 1; 1;SI;PACK JAM                      S10;PACK JAM (1)                  S10;JONZUN CREW                   S10;;;STÄNDER 10;;;;;;;;;;;;1982;5;;50;0
; 238; 2; 1;SI;PACK JAM                      S10;PACK JAM (2)                  S10;JONZUN CREW                   S10;;;STÄNDER 10;;;;;;;;;;;;1982;0;;0;0
; 239; 1; 1;SI;COME ON EILEEN                S10;COME ON EILEEN                S10;DEXYS MIDNIGHT RUNNERS        S10;;;STÄNDER 10;;;;;;;;;;;;1982;3;;28;0
; 239; 2; 1;SI;COME ON EILEEN                S10;DUBIOUS                       S10;DEXYS MIDNIGHT RUNNERS        S10;;;STÄNDER 10;;;;;;;;;;;;1982;2;;37;0
; 240; 1; 1;SI;LET'S DANCE                   S10;LET'S DANCE                   S10;BOWIE , DAVID                 S10;;;STÄNDER 10;;;;;;;;;;;;1983;4;;6;0
; 240; 2; 1;SI;LET'S DANCE                   S10;CAT PEOPLE                    S10;BOWIE , DAVID                 S10;;;STÄNDER 10;;;;;;;;;;;;1983;5;;7;0
; 241; 1; 1;SI;CHURCH OF THE POISONED MIND   S10;CHURCH OF THE POISONED MIND   S10;CULTURE CLUB                  S10;;;STÄNDER 10;;;;;;;;;;;;1983;3;;30;0
; 241; 2; 1;SI;CHURCH OF THE POISONED MIND   S10;MAN SHAKE                     S10;CULTURE CLUB                  S10;;;STÄNDER 10;;;;;;;;;;;;1983;2;;33;0
; 242; 1; 1;SI;DO YOU REALLY WANT TO HURT ME S10;DO YOU REALLY WANT TO HURT ME S10;CULTURE CLUB                  S10;;;STÄNDER 10;;;;;;;;;;;;1982;4;;15;0
; 242; 2; 1;SI;DO YOU REALLY WANT TO HURT ME S10;DO YOU REALLY..(DUB VERSION)  S10;CULTURE CLUB                  S10;;;STÄNDER 10;;;;;;;;;;;;1982;3;;34;0
; 243; 1; 1;SI;TIME (CLOCK OF THE HEART)     S10;TIME (CLOCK OF THE HEART)     S10;CULTURE CLUB                  S10;;;STÄNDER 10;;;;;;;;;;;;1982;3;;42;0
; 243; 2; 1;SI;TIME (CLOCK OF THE HEART)     S10;WHITE BOYS CAN'T CONTROL IT   S10;CULTURE CLUB                  S10;;;STÄNDER 10;;;;;;;;;;;;1982;3;;42;0
; 244; 1; 1;SI;THE HEAT IS ON                S10;THE HEAT IS ON                S10;FÄLTSKOG , AGNETHA            S10;;;STÄNDER 10;;;;;;;;;;;;1983;3;;50;0
; 244; 2; 1;SI;THE HEAT IS ON                S10;MAN                           S10;FÄLTSKOG , AGNETHA            S10;;;STÄNDER 10;;;;;;;;;;;;1983;3;;31;0
; 245; 1; 1;SI;EVERY BREATH YOU TAKE         S10;EVERY BREATH YOU TAKE         S10;POLICE , THE                  S10;;;STÄNDER 10;;;;;;;;;;;;1983;4;;13;0
; 245; 2; 1;SI;EVERY BREATH YOU TAKE         S10;MURDER BY NUMBERS             S10;POLICE , THE                  S10;;;STÄNDER 10;;;;;;;;;;;;1983;4;;31;0
; 246; 1; 1;SI;FLASHDANCE...WHAT A FEELING   S10;FLASHDANCE...WHAT A FEELING   S10;CARA , IRENE                  S10;;;STÄNDER 10;;;;;;;;;;;;1983;3;;55;0
; 246; 2; 1;SI;FLASHDANCE...WHAT A FEELING   S10;FLASHDANCE (INSTR.)           S19;CARA , IRENE                  S10;;;STÄNDER 10;;;;;;;;;;;INSTR.;1983;3;;26;0
; 247; 1; 1;SI;GUARDIAN ANGEL                S10;GUARDIAN ANGEL                S10;MASQUERADE                    S10;;;STÄNDER 10;;;;;;;;;;;;1983;4;;20;0
; 247; 2; 1;SI;GUARDIAN ANGEL                S10;SILENT ECHOS OF KATJA         S10;MASQUERADE                    S10;;;STÄNDER 10;;;;;;;;;;;;1983;3;;57;0
; 248; 1; 1;SI;ONLY YOU                      S10;ONLY YOU                      S10;FLYING PICKETS , THE          S10;;;STÄNDER 10;;;;;;;;;;;;1983;3;;20;0
; 248; 2; 1;SI;ONLY YOU                      S10;DISCO DOWN                    S10;FLYING PICKETS , THE          S10;;;STÄNDER 10;;;;;;;;;;;;1983;3;;27;0
; 249; 1; 1;SI;MY OH MY                      S10;MY OH MY                      S10;SLADE                         S10;;;STÄNDER 10;;;;;;;;;;;;1983;4;;9;0
; 249; 2; 1;SI;MY OH MY                      S10;KEEP YOUR HANDS OFF MY POWER..S10;SLADE                         S10;;;STÄNDER 10;;;;;;;;;;;;1983;3;;34;0
; 250; 1; 1;SI;THE REFLEX                    S10;THE REFLEX                    S10;DURAN DURAN                   S10;;;STÄNDER 10;;;;;;;;;;;;1983;4;;23;0
; 250; 2; 1;SI;THE REFLEX                    S10;MAKE ME SMILE                 S10;DURAN DURAN                   S10;;;STÄNDER 10;;;;;;;;;;;;1983;4;;54;0
; 251; 1; 1;SI;MOTHER AND CHILD REUNION      S11;MOTHER AND CHILD REUNION      S11;SIMON , PAUL                  S11;;;STÄNDER 11;;;;;;;;;;;OLDIE;1972;3;;5;0
; 251; 2; 1;SI;MOTHER AND CHILD REUNION      S11;ME AND JULIO DOWN BY THE ...  S11;SIMON , PAUL                  S11;;;STÄNDER 11;;;;;;;;;;;OLDIE;1972;2;;40;0
; 252; 1; 1;SI;OLDIES BUT GOLDIES            S11;JESAMINE                      S11;CASUALS , THE                 S11;;;STÄNDER 11;;;;;;;;;;;OLDIE;1967;3;;30;0
; 252; 2; 1;SI;OLDIES BUT GOLDIES            S11;YOU'VE GOT YOUR TROUBLES      S11;FORTUNES , THE                S11;;;STÄNDER 11;;;;;;;;;;;OLDIE;1965;3;;20;0
; 253; 1; 1;SI;BROTHER                       S11;BROTHER                       S11;C.C.S.                        S11;;;STÄNDER 11;;;;;;;;;;;OLDIE;1977;3;;4;0
; 253; 2; 1;SI;BROTHER                       S11;PRIMITIVE LOVE                S11;C.C.S.                        S11;;;STÄNDER 11;;;;;;;;;;;OLDIE;1977;2;;48;0
; 254; 1; 1;SI;I'D RATHER GO BLIND           S11;I'D RATHER GO BLIND           S11;CHICKEN SHACK                 S11;;;STÄNDER 11;;;;;;;;;;;OLDIE;1974;3;;14;0
; 254; 2; 1;SI;I'D RATHER GO BLIND           S11;SAD CLOWN                     S11;CHICKEN SHACK                 S11;;;STÄNDER 11;;;;;;;;;;;OLDIE;1974;2;;40;0
; 255; 1; 1;SI;OLDIES                        S11;SILENCE IS GOLDEN             S11;TREMELOES , THE               S11;;;STÄNDER 11;;;;;;;;;;;OLDIE;0;3;;11;0
; 255; 2; 1;SI;OLDIES                        S11;HERE COMES MY BABY            S11;TREMELOES , THE               S11;;;STÄNDER 11;;;;;;;;;;;OLDIE;0;2;;51;0
; 256; 1; 1;SI;TOTAL ECLIPSE OF THE HEART    S11;TOTAL ECLIPSE OF THE HEART    S11;TYLER , BONNIE                S11;;;STÄNDER 11;;;;;;;;;;;;1982;4;;29;0
; 256; 2; 1;SI;TOTAL ECLIPSE OF THE HEART    S11;TAKE ME BACK                  S11;TYLER , BONNIE                S11;;;STÄNDER 11;;;;;;;;;;;;1982;5;;5;0
; 257; 1; 1;SI;OLDIETHEK                     S11;SULTANA                       S11;TITANIC                       S11;;;STÄNDER 11;;;;;;;;;;;OLDIE;1971;4;;12;0
; 257; 2; 1;SI;OLDIETHEK                     S11;SANTA FE                      S11;TITANIC                       S11;;;STÄNDER 11;;;;;;;;;;;OLDIE;1971;2;;56;0
; 258; 1; 1;SI;CRACKLIN' ROSIE               S11;CRACKLIN' ROSIE               S11;DIAMOND , NEIL                S11;;;STÄNDER 11;;;;;;;;;;;OLDIE;0;2;;47;0
; 258; 2; 1;SI;CRACKLIN' ROSIE               S11;LORDY                         S11;DIAMOND , NEIL                S11;;;STÄNDER 11;;;;;;;;;;;OLDIE;0;3;;35;0
; 259; 1; 1;SI;STONES                        S11;STONES                        S11;DIAMOND , NEIL                S11;;;STÄNDER 11;;;;;;;;;;;OLDIE;0;3;;2;0
; 259; 2; 1;SI;STONES                        S11;CRUNCHY GRANOLA SUITE         S11;DIAMOND , NEIL                S11;;;STÄNDER 11;;;;;;;;;;;OLDIE;0;2;;52;0
; 260; 1; 1;SI;FROM THE UNDERWORLD           S11;FROM THE UNDERWORLD           S11;HERD , THE                    S11;;;STÄNDER 11;;;;;;;;;;;OLDIE;1967;3;;10;0
; 260; 2; 1;SI;FROM THE UNDERWORLD           S11;PARADISE LOST                 S11;HERD , THE                    S11;;;STÄNDER 11;;;;;;;;;;;OLDIE;1967;3;;25;0
; 260; 2; 2;SI;FROM THE UNDERWORLD           S11;I DON'T WANT OUR LOVING TO ...S11;HERD , THE                    S11;;;STÄNDER 11;;;;;;;;;;;OLDIE;1968;2;;55;0
; 261; 1; 1;SI;RIGHT BACK WHERE WE STARTED...S11;RIGHT BACK WHERE WE STARTED...S11;NIGHTINGALE , MAXINE          S11;;;STÄNDER 11;;;;;;;;;;;OLDIE;1975;3;;14;0
; 261; 2; 1;SI;RIGHT BACK WHERE WE STARTED...S11;WILL YOU BE MY LOVER          S11;NIGHTINGALE , MAXINE          S11;;;STÄNDER 11;;;;;;;;;;;OLDIE;1977;3;;0;0
; 262; 1; 1;SI;GONNA MAKE YOU A STAR         S11;GONNA MAKE YOU A STAR         S11;ESSEX , DAVID                 S11;;;STÄNDER 11;;;;;;;;;;;OLDIE;1974;3;;43;0
; 262; 2; 1;SI;GONNA MAKE YOU A STAR         S11;ROCK ON                       S11;ESSEX , DAVID                 S11;;;STÄNDER 11;;;;;;;;;;;OLDIE;1973;3;;22;0
; 263; 1; 1;SI;SAVED BY THE BELL             S11;SAVED BY THE BELL             S11;GIBB , ROBIN                  S11;;;STÄNDER 11;;;;;;;;;;;OLDIE;1969;3;;4;0
; 263; 2; 1;SI;SAVED BY THE BELL             S11;ONE MILLION YEARS             S11;GIBB , ROBIN                  S11;;;STÄNDER 11;;;;;;;;;;;OLDIE;1969;4;;10;0
; 264; 1; 1;SI;DYING LOVE                    S11;DYING LOVE                    S11;BLACK CATS , THE              S11;;;STÄNDER 11;;;;;;;;;;;OLDIE;0;2;;53;0
; 264; 2; 1;SI;DYING LOVE                    S11;WATERMELON MAN                S11;BLACK CATS , THE              S11;;;STÄNDER 11;;;;;;;;;;;OLDIE;0;2;;44;0
; 265; 1; 1;SI;PRINCE CHARMING               S11;PRINCE CHARMING               S11;ADAM AND THE ANTS             S11;;;STÄNDER 11;;;;;;;;;;;;1981;3;;16;0
; 265; 2; 1;SI;PRINCE CHARMING               S11;CHRISTIAN D'OR                S11;ADAM AND THE ANTS             S11;;;STÄNDER 11;;;;;;;;;;;;1981;4;;12;0
; 266; 1; 1;SI;WAKE ME UP BEFORE YOU GO-GO   S11;WAKE ME UP BEFORE YOU GO-GO   S11;WHAM                          S11;;;STÄNDER 11;;;;;;;;;;;;1984;3;;51;0
; 266; 2; 1;SI;WAKE ME UP BEFORE YOU GO-GO   S11;WAKE ME UP BEFORE (INSTR.)    S11;WHAM                          S11;;;STÄNDER 11;;;;;;;;;;;INSTR.;1984;4;;3;0
; 267; 1; 1;SI;DER STOFF AUS DEM DIE TRÄUME..S11;DER STOFF AUS DEM DIE TRÄUME..S11;THOMAS , PETER ORCHESTER      S11;;;STÄNDER 11;;;;;;;;;;;SOUND.;0;3;;2;0
; 267; 2; 1;SI;DER STOFF AUS DEM DIE TRÄUME..S11;AGENT "X" MELODIE             S11;THOMAS , PETER ORCHESTER      S11;;;STÄNDER 11;;;;;;;;;;;SOUND.;0;2;;44;0
; 268; 1; 1;SI;BROTHERS IN ARMS              S11;BROTHERS IN ARMS              S11;DIRE STRAITS                  S11;;;STÄNDER 11;;;;;;;;;;;;1986;6;;0;0
; 268; 2; 1;SI;BROTHERS IN ARMS              S11;GOING HOME                    S11;DIRE STRAITS                  S11;;;STÄNDER 11;;;;;;;;;;;;1986;5;;3;0
; 269; 1; 1;SI;OLDIES                        S11;SUGAR, SUGAR                  S11;ARCHIES , THE                 S11;;;STÄNDER 11;;;;;;;;;;;OLDIE;0;2;;47;0
; 269; 2; 1;SI;OLDIES                        S11;JINGLE JANGLE                 S11;ARCHIES , THE                 S11;;;STÄNDER 11;;;;;;;;;;;OLDIE;0;2;;43;0
; 270; 1; 1;SI;OLDIES BUT GOLDIES            S11;BRIDGET THE MIDGET            S11;STEVENS , RAY                 S11;;;STÄNDER 11;;;;;;;;;;;OLDIE;1970;3;;37;0
; 270; 2; 1;SI;OLDIES BUT GOLDIES            S11;AHAB THE ARAB                 S11;STEVENS , RAY                 S11;;;STÄNDER 11;;;;;;;;;;;OLDIE;1962;4;;17;0
; 271; 1; 1;SI;IT'S RAINING MEN !            S11;IT'S RAINING MEN !            S11;WEATHER GIRLS                 S11;;;STÄNDER 11;;;;;;;;;;;;1982;3;;31;0
; 271; 2; 1;SI;IT'S RAINING MEN !            S11;IT'S RAINING MEN ! (INSTR.)   S11;WEATHER GIRLS                 S11;;;STÄNDER 11;;;;;;;;;;;INSTR.;1982;4;;38;0
; 272; 1; 1;SI;PICTURES IN THE DARK          S11;PICTURES IN THE DARK          S11;OLDFIELD , MIKE               S11;;;STÄNDER 11;;;;;;;;;;;;1985;4;;18;0
